"AÑO","DEPARTAMENTO","PROVINCIA","MUNICIPIO","No. ACCESOS FIJOS","POBLACIÓN DANE"
2017,"Risaralda","DOS - VERTIENTE OCCIDENTAL","SANTUARIO",661,12751
2020,"Boyaca","LA LIBERTAD","PAYA",15,2668
2020,"Boyaca","NORTE (BOYACA)","SOATA",793,9195
2019,"Cordoba","SINU MEDIO","CERETE",7138,107234
2016,"Santander","GARCIA ROVIRA","CONCEPCION",121,5803
2020,"Cordoba","COSTANERA","SAN ANTERO",1565,35115
2015,"La Guajira","SUR (LA GUAJIRA)","FONSECA",1678,39079
2017,"Norte De Santander","ORIENTAL","PUERTO SANTANDER",166,8143
2019,"Antioquia","OCCIDENTE (ANTIOQUIA)","URAMITA",277,6875
2018,"Cauca","ORIENTE (CAUCA)","TOTORO",52,24558
2016,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","BUGALAGRANDE",1705,24352
2019,"Cesar","SUR (CESAR)","RIO DE ORO",18,17346
2018,"Meta","PIEDEMONTE","GUAMAL",391,14119
2017,"Bolivar","DIQUE BOLIVARENSE","TURBANA",466,16116
2020,"Meta","PIEDEMONTE","CUMARAL",2504,23777
2016,"Magdalena","NORTE (MAGDALENA)","ZONA BANANERA",117,63906
2016,"Boyaca","NORTE (BOYACA)","SOATA",414,9481
2018,"Cundinamarca","MEDINA","PARATEBUENO",332,8328
2018,"Quindio","CAPITAL (QUINDIO)","BUENAVISTA",69,3095
2019,"Huila","CENTRO (HUILA)","GUADALUPE",191,18104
2020,"Antioquia","OCCIDENTE (ANTIOQUIA)","FRONTINO",1491,21243
2017,"Boyaca","OCCIDENTE (BOYACA)","SAN MIGUEL DE SEMA",38,3026
2020,"Cesar","CENTRAL","CHIRIGUANA",806,29804
2015,"Meta","RIO META","CABUYARO",97,5718
2016,"Quindio","CAPITAL (QUINDIO)","CALARCA",7917,71320
2020,"Tolima","NORTE (TOLIMA)","FRESNO",659,31571
2016,"Cauca","SUR (CAUCA)","SUCRE",61,9496
2015,"Boyaca","NORTE (BOYACA)","LA UVITA",78,3711
2016,"Narino","NORTE (NARINO)","SAN BERNARDO",115,9276
2017,"Norte De Santander","SUR OCCIDENTE","PAMPLONA",5974,48878
2016,"Choco","SAN JUAN","UNION PANAMERICANA",11,6996
2019,"Cesar","NOROCCIDENTAL","ASTREA",31,20617
2019,"Antioquia","ORIENTE (ANTIOQUIA)","NARINO",344,9997
2020,"Antioquia","NORTE (ANTIOQUIA)","CAROLINA",468,4069
2017,"Cundinamarca","SABANA OCCIDENTE","EL ROSAL",1059,20874
2016,"Narino","CENTRO OCCIDENTE","PROVIDENCIA",57,5907
2017,"Huila","SUR (HUILA)","PITALITO",11682,122182
2016,"Santander","COMUNERA","SIMACOTA",92,9884
2015,"Cordoba","CENTRO (CORDOBA)","MONTERIA",41755,473413
2017,"Sucre","SABANAS (SUCRE)","SAN LUIS DE SINCE",665,30515
2019,"Santander","COMUNERA","CHIMA",13,2865
2015,"Antioquia","NORTE (ANTIOQUIA)","GUADALUPE",353,6494
2016,"Cordoba","SABANAS (CORDOBA)","SAN ANDRES DE SOTAVENTO",772,46586
2017,"Huila","NORTE (HUILA)","CAMPOALEGRE",2278,30926
2017,"Antioquia","VALLE DEL ABURRA","BARBOSA",4794,51049
2015,"Cauca","SUR (CAUCA)","LA VEGA",30,24122
2018,"Antioquia","OCCIDENTE (ANTIOQUIA)","ANZA",161,7010
2019,"Antioquia","OCCIDENTE (ANTIOQUIA)","LIBORINA",380,10040
2020,"Caqueta","CAQUETA","ALBANIA",21,4695
2018,"Huila","NORTE (HUILA)","NEIVA",76900,357392
2016,"Tolima","IBAGUE","SAN LUIS",409,13576
2016,"Atlantico","SUR (ATLANTICO)","REPELON",154,25143
2016,"Tolima","NEVADOS","MURILLO",129,4100
2020,"Boyaca","GUTIERREZ","PANQUEBA",13,1753
2015,"Cauca","CENTRO (CAUCA)","MORALES",21,36761
2015,"Santander","SOTO","LEBRIJA",1097,39610
2016,"Cesar","SUR (CESAR)","RIO DE ORO",16,15924
2015,"Sucre","MONTES DE MARIA (SUCRE)","COLOSO",28,8555
2020,"Boyaca","NEIRA","PACHAVITA",13,2512
2020,"Meta","ARIARI","LEJANIAS",128,11854
2016,"Antioquia","ORIENTE (ANTIOQUIA)","EL CARMEN DE VIBORAL",5036,57208
2020,"Cundinamarca","ORIENTE (CUNDINAMARCA)","FOMEQUE",157,12797
2017,"Narino","COSTA","FRANCISCO PIZARRO",7,14060
2020,"Boyaca","OCCIDENTE (BOYACA)","LA VICTORIA",8,1152
2020,"Cauca","SUR (CAUCA)","SUCRE",15,9689
2018,"Meta","RIO META","PUERTO GAITAN",1111,41513
2018,"Caqueta","CAQUETA","FLORENCIA",19126,168346
2016,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","VIJES",314,12526
2020,"Magdalena","CENTRO (MAGDALENA)","PLATO",2325,65962
2018,"Bolivar","DIQUE BOLIVARENSE","ARROYOHONDO",81,8254
2016,"Antioquia","ORIENTE (ANTIOQUIA)","SAN LUIS",686,12993
2020,"Amazonas","AMAZONAS","TARAPACA",26,4047
2020,"Sucre","SABANAS (SUCRE)","COROZAL",7075,68762
2018,"Narino","NORTE (NARINO)","COLON",170,8526
2017,"Santander","GARCIA ROVIRA","SAN JOSE DE MIRANDA",73,4448
2017,"Caldas","ALTO ORIENTE","MARQUETALIA",383,13274
2017,"Caldas","ALTO ORIENTE","MANZANARES",674,18244
2019,"Meta","ARIARI","PUERTO CONCORDIA",42,8484
2017,"Choco","ATRATO","QUIBDO",14797,128214
2019,"Cundinamarca","SABANA CENTRO","TOCANCIPA",6289,43020
2015,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ZARZAL",3851,41398
2018,"La Guajira","NORTE (LA GUAJIRA)","URIBIA",1029,163462
2017,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","VERSALLES",121,7374
2015,"Caqueta","CAQUETA","LA MONTANITA",2,14722
2020,"Antioquia","SUROESTE","PUEBLORRICO",335,8899
2020,"Cundinamarca","SUMAPAZ","PANDI",250,5304
2018,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","GINEBRA",493,22741
2019,"Putumayo","PUTUMAYO","VALLE DEL GUAMUEZ",891,34082
2017,"Cundinamarca","SOACHA","SIBATE",3727,31838
2016,"Cesar","CENTRAL","CURUMANI",28,35654
2019,"Meta","ARIARI","SAN JUAN DE ARAMA",52,8948
2020,"Huila","NORTE (HUILA)","VILLAVIEJA",49,7528
2016,"Antioquia","SUROESTE","CONCORDIA",771,21153
2015,"Boyaca","CENTRO (BOYACA)","TOCA",158,8624
2020,"Meta","ARIARI","PUERTO RICO",51,13260
2016,"Cauca","NORTE (CAUCA)","PADILLA",2,9828
2018,"Cundinamarca","ALTO MAGDALENA","GUATAQUI",67,2848
2015,"Santander","GARCIA ROVIRA","CEPITA",27,2015
2019,"Cundinamarca","SABANA CENTRO","TABIO",2705,22983
2019,"Narino","SUR (NARINO)","ALDANA",18,7375
2020,"Antioquia","SUROESTE","TITIRIBI",631,11021
2015,"Narino","NORTE (NARINO)","TAMINANGO",128,18041
2020,"Cundinamarca","UBATE","GUACHETA",702,14205
2016,"Tolima","IBAGUE","VALLE DE SAN JUAN",177,5377
2020,"Cundinamarca","SUMAPAZ","ARBELAEZ",585,11337
2020,"Cesar","SUR (CESAR)","SAN ALBERTO",963,28280
2018,"Boyaca","ORIENTE (BOYACA)","GUAYATA",82,3400
2019,"Santander","GUANENTA","CHARALA",158,12256
2019,"Meta","ARIARI","EL CASTILLO",25,7619
2015,"Narino","CENTRO (NARINO)","CONSACA",101,13586
2019,"Huila","SUR (HUILA)","SALADOBLANCO",12,10502
2015,"Cundinamarca","SABANA OCCIDENTE","MOSQUERA",20438,107674
2016,"Tolima","NEVADOS","LERIDA",1085,18407
2018,"Bolivar","MONTES DE MARIA (BOLIVAR)","EL GUAMO",89,8647
2019,"Boyaca","MARQUEZ","VIRACACHA",17,2817
2016,"Narino","CENTRO OCCIDENTE","SAPUYES",53,7310
2018,"Narino","CENTRO (NARINO)","EL TAMBO",165,14283
2015,"Boyaca","CENTRO (BOYACA)","CHIVATA",24,2790
2016,"Huila","NORTE (HUILA)","PALERMO",549,25645
2015,"Cundinamarca","ORIENTE (CUNDINAMARCA)","UBAQUE",109,6365
2019,"Magdalena","CENTRO (MAGDALENA)","TENERIFE",25,13354
2016,"Cundinamarca","TEQUENDAMA","LA MESA",2241,29823
2016,"Boyaca","OCCIDENTE (BOYACA)","SABOYA",74,13345
2018,"Huila","NORTE (HUILA)","HOBO",39,7286
2017,"Cundinamarca","UBATE","CUCUNUBA",67,7349
2017,"Antioquia","NORTE (ANTIOQUIA)","ITUANGO",998,26786
2018,"Santander","COMUNERA","SANTA HELENA DEL OPON",30,3389
2017,"Cesar","NORTE (CESAR)","VALLEDUPAR",61050,474596
2017,"Boyaca","NORTE (BOYACA)","COVARACHIA",38,2858
2019,"Sucre","SABANAS (SUCRE)","LOS PALMITOS",1089,23420
2016,"Boyaca","NEIRA","SAN LUIS DE GACENO",121,5577
2018,"Cauca","CENTRO (CAUCA)","PIENDAMO - TUNIA",1792,40818
2019,"Cordoba","SINU MEDIO","SAN CARLOS",133,27174
2019,"Santander","GUANENTA","VILLANUEVA",117,7927
2017,"Cesar","NOROCCIDENTAL","EL COPEY",25,29429
2020,"Boyaca","MARQUEZ","TIBANA",195,9309
2016,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","CANDELARIA",6934,89130
2018,"Caldas","CENTRO (CALDAS)","VILLAMARIA",10523,64652
2017,"Magdalena","RIO","CERRO SAN ANTONIO",8,9710
2015,"Cundinamarca","ALTO MAGDALENA","GUATAQUI",30,2570
2016,"Boyaca","VALDERRAMA","SOCOTA",57,7425
2019,"Cauca","CENTRO (CAUCA)","TIMBIO",49,35895
2016,"Antioquia","SUROESTE","AMAGA",2289,29394
2015,"Magdalena","RIO","PIVIJAY",567,35379
2016,"Tolima","SURORIENTE","GUAMO",1532,33103
2016,"Narino","SUR (NARINO)","CORDOBA",190,15349
2015,"Antioquia","OCCIDENTE (ANTIOQUIA)","HELICONIA",179,5610
2019,"Atlantico","NORTE (ATLANTICO)","SOLEDAD",77137,638065
2015,"La Guajira","SUR (LA GUAJIRA)","HATONUEVO",162,18294
2020,"Caldas","ALTO OCCIDENTE","MARMATO",726,9068
2016,"Antioquia","OCCIDENTE (ANTIOQUIA)","GIRALDO",147,5396
2018,"Boyaca","VALDERRAMA","JERICO",41,3929
2017,"Cesar","SUR (CESAR)","LA GLORIA",21,16509
2018,"Meta","ARIARI","PUERTO LLERAS",155,10423
2017,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","ARENAL",92,7393
2015,"Cundinamarca","ORIENTE (CUNDINAMARCA)","QUETAME",82,4810
2018,"Narino","SUR (NARINO)","CONTADERO",64,7270
2018,"Choco","SAN JUAN","TADO",378,18011
2020,"Quindio","VALLE","LA TEBAIDA",4938,34375
2016,"Choco","ATRATO","RIO QUITO",21,7443
2019,"Antioquia","URABA","TURBO",10422,127565
2017,"Meta","ARIARI","LA MACARENA",692,26129
2016,"Santander","VELEZ","EL PENON",31,5311
2016,"Meta","PIEDEMONTE","ACACIAS",7785,84461
2016,"Boyaca","SUGAMUXI","FIRAVITOBA",143,6523
2018,"Putumayo","PUTUMAYO","PUERTO CAICEDO",30,16095
2019,"Santander","VELEZ","SUCRE",19,7103
2017,"Atlantico","SUR (ATLANTICO)","SUAN",350,11696
2018,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","CANTAGALLO",160,8234
2020,"Cundinamarca","SABANA CENTRO","GACHANCIPA",1013,18410
2019,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","ANDALUCIA",1890,22515
2017,"Boyaca","GUTIERREZ","PANQUEBA",34,1709
2019,"Cauca","NORTE (CAUCA)","VILLA RICA",208,21000
2018,"Casanare","CASANARE","MONTERREY",328,17537
2020,"Caqueta","CAQUETA","SOLANO",11,11620
2017,"Antioquia","SUROESTE","VENECIA",1160,11557
2017,"Huila","OCCIDENTE (HUILA)","LA ARGENTINA",330,12707
2017,"Atlantico","OCCIDENTAL","JUAN DE ACOSTA",43,20366
2019,"Narino","NORTE (NARINO)","CUMBITARA",8,5843
2019,"Antioquia","NORDESTE","SEGOVIA",7127,38692
2016,"Huila","CENTRO (HUILA)","GUADALUPE",141,17381
2020,"Sucre","SABANAS (SUCRE)","LOS PALMITOS",351,23738
2020,"Antioquia","ORIENTE (ANTIOQUIA)","GUARNE",8973,57407
2020,"Cundinamarca","SABANA CENTRO","TABIO",3822,23427
2019,"Caldas","ORIENTE (CALDAS)","SAMANA",172,20116
2017,"Tolima","IBAGUE","ESPINAL",8985,70379
2016,"Narino","CENTRO (NARINO)","CHACHAGUI",157,15160
2018,"Antioquia","OCCIDENTE (ANTIOQUIA)","HELICONIA",213,5451
2020,"Tolima","SUR (TOLIMA)","RIOBLANCO",60,23033
2020,"Cundinamarca","RIO NEGRO","YACOPI",30,12936
2017,"Putumayo","PUTUMAYO","COLON",341,5304
2020,"Cundinamarca","SUMAPAZ","PASCA",152,9688
2019,"Cundinamarca","ALTO MAGDALENA","JERUSALEN",21,2283
2015,"Cesar","CENTRAL","CURUMANI",24,35086
2015,"Caldas","BAJO OCCIDENTE","BELALCAZAR",125,10966
2020,"Cauca","ORIENTE (CAUCA)","JAMBALO",68,18485
2017,"Atlantico","SUR (ATLANTICO)","MANATI",3,19426
2015,"Santander","GARCIA ROVIRA","GUACA",44,6051
2016,"Boyaca","NORTE (BOYACA)","SATIVASUR",30,1083
2017,"Antioquia","OCCIDENTE (ANTIOQUIA)","ABRIAQUI",65,2652
2015,"Caldas","ORIENTE (CALDAS)","NORCASIA",243,6282
2020,"San Andres Y Providencia","ARCHIPIELAGO DE SAN ANDRES","SAN ANDRES",3673,55945
2018,"Boyaca","NORTE (BOYACA)","BOAVITA",156,5059
2019,"Tolima","SUR (TOLIMA)","COYAIMA",311,22610
2019,"Bolivar","MONTES DE MARIA (BOLIVAR)","SAN JUAN NEPOMUCENO",1291,37765
2020,"Cauca","NORTE (CAUCA)","CORINTO",182,25981
2020,"Cordoba","COSTANERA","MONITOS",190,31018
2015,"Caldas","ALTO ORIENTE","PENSILVANIA",715,20791
2018,"Antioquia","VALLE DEL ABURRA","LA ESTRELLA",16914,71545
2020,"Risaralda","DOS - VERTIENTE OCCIDENTAL","QUINCHIA",775,27689
2015,"Bolivar","MOJANA BOLIVARENSE","ACHI",219,22962
2017,"Caldas","ALTO OCCIDENTE","MARMATO",117,8806
2015,"Cauca","NORTE (CAUCA)","CALOTO",146,27687
2018,"Boyaca","RICAURTE","ARCABUCO",120,5831
2018,"Boyaca","CENTRO (BOYACA)","SAMACA",380,18298
2019,"Boyaca","CENTRO (BOYACA)","TOCA",61,8831
2016,"Boyaca","CENTRO (BOYACA)","COMBITA",72,12585
2019,"Antioquia","OCCIDENTE (ANTIOQUIA)","ARMENIA",110,5085
2016,"Cundinamarca","RIO NEGRO","SAN CAYETANO",44,4721
2015,"Cordoba","BAJO SINU","LORICA",3851,115461
2020,"Cesar","NORTE (CESAR)","PUEBLO BELLO",53,29017
2017,"Putumayo","PUTUMAYO","SANTIAGO",183,7160
2016,"Cundinamarca","GUAVIO","GAMA",63,3042
2016,"Cundinamarca","GUAVIO","JUNIN",54,5737
2016,"Santander","GARCIA ROVIRA","MACARAVITA",39,2323
2015,"Boyaca","NORTE (BOYACA)","COVARACHIA",20,3021
2020,"Cesar","NOROCCIDENTAL","EL COPEY",581,32335
2020,"Putumayo","PUTUMAYO","PUERTO CAICEDO",762,16314
2018,"Sucre","SAN JORGE (SUCRE)","SAN MARCOS",1130,57672
2019,"Caldas","CENTRO (CALDAS)","PALESTINA",668,15598
2020,"Magdalena","SUR (MAGDALENA)","SANTA ANA",17,26585
2020,"Caldas","NORTE (CALDAS)","AGUADAS",377,23116
2017,"Antioquia","BAJO CAUCA","CACERES",873,28551
2017,"Cesar","CENTRAL","CHIRIGUANA",117,26787
2020,"Antioquia","NORTE (ANTIOQUIA)","GUADALUPE",420,6750
2019,"Huila","NORTE (HUILA)","HOBO",47,7335
2018,"Meta","PIEDEMONTE","EL CALVARIO",33,1776
2019,"Boyaca","VALDERRAMA","PAZ DE RIO",179,4228
2019,"Boyaca","OCCIDENTE (BOYACA)","QUIPAMA",26,4939
2017,"Cesar","CENTRAL","LA JAGUA DE IBIRICO",1573,44961
2016,"Sucre","SABANAS (SUCRE)","BUENAVISTA",7,10096
2020,"Cundinamarca","RIO NEGRO","SAN CAYETANO",46,5111
2015,"Antioquia","ORIENTE (ANTIOQUIA)","MARINILLA",6165,61201
2015,"Santander","GARCIA ROVIRA","CONCEPCION",108,5838
2017,"Cordoba","ALTO SINU","TIERRALTA",2325,91273
2017,"Santander","VELEZ","LA PAZ",52,4994
2016,"Boyaca","OCCIDENTE (BOYACA)","TUNUNGUA",30,1541
2019,"Cundinamarca","ORIENTE (CUNDINAMARCA)","GUAYABETAL",206,6485
2019,"Narino","NORTE (NARINO)","SAN PABLO",56,15034
2018,"Santander","MARES","SABANA DE TORRES",1301,33055
2017,"Cundinamarca","SABANA OCCIDENTE","SUBACHOQUE",776,15231
2016,"Tolima","ORIENTE (TOLIMA)","CUNDAY",297,9110
2020,"Antioquia","NORDESTE","VEGACHI",631,12153
2018,"Cundinamarca","GUAVIO","UBALA",101,7717
2019,"Tolima","IBAGUE","PIEDRAS",60,6737
2016,"Cundinamarca","SABANA CENTRO","CHIA",30884,118119
2015,"Antioquia","SUROESTE","CIUDAD BOLIVAR",1901,26073
2016,"Cundinamarca","UBATE","GUACHETA",260,12447
2018,"Santander","VELEZ","CHIPATA",37,5075
2017,"Guaviare","GUAVIARE","EL RETORNO",33,13131
2015,"Boyaca","ORIENTE (BOYACA)","GUAYATA",59,3692
2016,"La Guajira","SUR (LA GUAJIRA)","URUMITA",238,10648
2015,"Boyaca","TUNDAMA","BUSBANZA",21,1096
2016,"Bolivar","DEPRESION MOMPOSINA","HATILLO DE LOBA",101,12410
2018,"Cundinamarca","UBATE","GUACHETA",276,13285
2016,"Cauca","CENTRO (CAUCA)","SOTARA PAISPAMBA",8,13607
2016,"Putumayo","PUTUMAYO","ORITO",795,36224
2017,"Santander","VELEZ","GUEPSA",163,5032
2019,"Santander","VELEZ","GUAVATA",17,4200
2016,"Norte De Santander","SUR ORIENTE","BOCHALEMA",12,7692
2017,"Santander","GUANENTA","ENCINO",42,2528
2020,"Atlantico","CENTRO ORIENTE","BARANOA",4414,66363
2016,"Cundinamarca","SUMAPAZ","GRANADA",93,6535
2018,"Huila","SUR (HUILA)","TIMANA",74,21799
2018,"Santander","SOTO","TONA",75,7373
2018,"Norte De Santander","ORIENTAL","VILLA DEL ROSARIO",10438,101952
2018,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","HACARI",26,9998
2015,"Magdalena","CENTRO (MAGDALENA)","SABANAS DE SAN ANGEL",9,14650
2020,"Antioquia","NORTE (ANTIOQUIA)","YARUMAL",4139,42919
2016,"Boyaca","RICAURTE","GACHANTIVA",35,2794
2020,"Choco","PACIFICO NORTE","BAHIA SOLANO",912,10663
2016,"Bolivar","DIQUE BOLIVARENSE","SANTA CATALINA",348,14061
2016,"Arauca","ARAUCA","PUERTO RONDON",4,4101
2020,"Cundinamarca","UBATE","FUQUENE",32,5207
2017,"Antioquia","SUROESTE","HISPANIA",415,5393
2016,"Boyaca","SUGAMUXI","PESCA",182,7088
2017,"Meta","RIO META","CABUYARO",220,5949
2018,"Norte De Santander","SUR ORIENTE","BOCHALEMA",16,8105
2017,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","LA VICTORIA",1000,12294
2018,"Boyaca","CENTRO (BOYACA)","COMBITA",175,12970
2017,"Antioquia","VALLE DEL ABURRA","MEDELLIN",569520,2385018
2017,"Narino","SUR (NARINO)","IMUES",158,7631
2020,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","GUADALAJARA DE BUGA",24651,131232
2018,"Vichada","VICHADA","SANTA ROSALIA",12,4059
2019,"Antioquia","SUROESTE","SALGAR",854,18218
2015,"Bolivar","DIQUE BOLIVARENSE","SOPLAVIENTO",71,10422
2016,"Cundinamarca","BAJO MAGDALENA","PUERTO SALGAR",988,14320
2017,"Antioquia","ORIENTE (ANTIOQUIA)","ARGELIA",256,7771
2017,"Boyaca","MARQUEZ","UMBITA",92,7534
2019,"Santander","COMUNERA","CONFINES",17,3233
2019,"Cundinamarca","SABANA OCCIDENTE","BOJACA",123,10524
2019,"Cundinamarca","RIO NEGRO","VILLAGOMEZ",21,1783
2018,"Cundinamarca","SABANA OCCIDENTE","ZIPACON",59,4659
2017,"Huila","NORTE (HUILA)","TELLO",37,11805
2016,"Narino","COSTA","MAGUI",11,23698
2020,"Cordoba","SAN JORGE (CORDOBA)","PUERTO LIBERTADOR",252,43545
2020,"Santander","COMUNERA","SANTA HELENA DEL OPON",11,3480
2019,"Antioquia","VALLE DEL ABURRA","BELLO",111401,538527
2019,"Santander","MARES","SABANA DE TORRES",1170,33887
2020,"Antioquia","SUROESTE","ANGELOPOLIS",304,5905
2018,"Choco","SAN JUAN","MEDIO SAN JUAN",27,10579
2018,"Antioquia","SUROESTE","SALGAR",818,18258
2020,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","LOURDES",138,4274
2018,"Huila","OCCIDENTE (HUILA)","LA PLATA",1946,61026
2020,"Narino","CENTRO (NARINO)","EL TAMBO",940,14538
2017,"Cundinamarca","TEQUENDAMA","ANAPOIMA",507,13817
2018,"Meta","ARIARI","MAPIRIPAN",10,7007
2016,"Antioquia","SUROESTE","CAICEDO",207,8185
2020,"Santander","GARCIA ROVIRA","ENCISO",36,3564
2015,"Boyaca","RICAURTE","TINJACA",32,3214
2019,"Narino","NORTE (NARINO)","SAN LORENZO",29,18435
2018,"Choco","PACIFICO SUR","EL LITORAL DEL SAN JUAN",41,21669
2019,"Bolivar","MONTES DE MARIA (BOLIVAR)","CORDOBA",31,16225
2019,"Antioquia","BAJO CAUCA","EL BAGRE",4473,52925
2018,"Antioquia","BAJO CAUCA","ZARAGOZA",1247,24651
2019,"Boyaca","LENGUPA","PAEZ",37,3256
2018,"Meta","ARIARI","LEJANIAS",187,11463
2015,"Huila","NORTE (HUILA)","RIVERA",528,23143
2016,"Santander","GARCIA ROVIRA","CAPITANEJO",228,5662
2015,"Cundinamarca","TEQUENDAMA","TENA",43,8583
2019,"Cundinamarca","ALTO MAGDALENA","NILO",145,11441
2016,"Cundinamarca","ORIENTE (CUNDINAMARCA)","GUTIERREZ",67,3286
2018,"Cundinamarca","SUMAPAZ","PANDI",158,4973
2015,"Bolivar","DEPRESION MOMPOSINA","MARGARITA",102,10225
2020,"Cauca","SUR (CAUCA)","BOLIVAR",28,38425
2016,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","CALI",431983,2195915
2018,"Norte De Santander","ORIENTAL","SAN CAYETANO",38,6978
2018,"Cundinamarca","TEQUENDAMA","VIOTA",210,13234
2015,"Antioquia","NORDESTE","YOLOMBO",785,22209
2020,"Huila","NORTE (HUILA)","RIVERA",865,25205
2018,"Bolivar","DIQUE BOLIVARENSE","SANTA CATALINA",572,14563
2016,"Cesar","NORTE (CESAR)","MANAURE",8,9506
2017,"Choco","SAN JUAN","RIO IRO",17,5708
2019,"Quindio","FRIA","SALENTO",451,9399
2019,"Santander","GUANENTA","CABRERA",15,1983
2018,"Antioquia","NORTE (ANTIOQUIA)","BRICENO",357,8039
2019,"Choco","ATRATO","RIO QUITO",517,8355
2018,"Norte De Santander","SUR ORIENTE","CHINACOTA",768,17263
2017,"Caldas","NORTE (CALDAS)","AGUADAS",918,22989
2017,"Cundinamarca","GUALIVA","ALBAN",136,6221
2019,"Caldas","ORIENTE (CALDAS)","LA DORADA",6634,72972
2016,"Antioquia","SUROESTE","BETANIA",455,10484
2020,"Santander","COMUNERA","CONFINES",15,3193
2016,"Cundinamarca","RIO NEGRO","LA PALMA",264,9251
2015,"Antioquia","NORTE (ANTIOQUIA)","BRICENO",248,8088
2020,"La Guajira","NORTE (LA GUAJIRA)","URIBIA",1862,179188
2016,"Tolima","NEVADOS","LIBANO",2239,37293
2015,"Narino","SUR (NARINO)","CUASPUD CARLOSAMA",93,8966
2017,"Bolivar","MOJANA BOLIVARENSE","PINILLOS",115,23836
2018,"Antioquia","NORTE (ANTIOQUIA)","GUADALUPE",400,6560
2019,"Tolima","NEVADOS","LIBANO",1926,36432
2019,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","SIMITI",53,18678
2016,"Boyaca","LA LIBERTAD","PAJARITO",44,2395
2017,"Cordoba","BAJO SINU","LORICA",4930,114292
2015,"Cundinamarca","SOACHA","SOACHA",86129,550626
2017,"Caldas","ORIENTE (CALDAS)","LA DORADA",7758,71169
2018,"Boyaca","NORTE (BOYACA)","COVARACHIA",36,2806
2020,"Sucre","MORROSQUILLO","PALMITO",17,15272
2015,"Boyaca","LENGUPA","MIRAFLORES",539,8759
2017,"Norte De Santander","SUR ORIENTE","HERRAN",15,6522
2018,"Boyaca","VALDERRAMA","BETEITIVA",21,1963
2020,"Sucre","MORROSQUILLO","SANTIAGO DE TOLU",1703,33617
2018,"Huila","SUR (HUILA)","PITALITO",12502,124359
2018,"Cundinamarca","ORIENTE (CUNDINAMARCA)","QUETAME",180,5072
2017,"Antioquia","NORTE (ANTIOQUIA)","CAROLINA",427,3888
2017,"Putumayo","PUTUMAYO","VILLAGARZON",253,23268
2018,"Antioquia","MAGDALENA MEDIO","PUERTO TRIUNFO",1784,18055
2018,"Meta","PIEDEMONTE","CUMARAL",1468,22831
2020,"Magdalena","NORTE (MAGDALENA)","ZONA BANANERA",430,73473
2016,"Bolivar","LOBA","EL PENON",87,8027
2015,"Casanare","CASANARE","OROCUE",15,11459
2020,"Boyaca","SUGAMUXI","FIRAVITOBA",204,6879
2018,"Tolima","NORTE (TOLIMA)","PALOCABILDO",139,9730
2016,"Santander","GUANENTA","CABRERA",33,1903
2016,"Santander","MARES","BETULIA",75,5868
2015,"Boyaca","OCCIDENTE (BOYACA)","SAN MIGUEL DE SEMA",35,3045
2020,"Boyaca","VALDERRAMA","JERICO",42,4001
2020,"Caldas","NORTE (CALDAS)","PACORA",883,15509
2017,"Boyaca","SUGAMUXI","TOTA",67,5169
2019,"Boyaca","GUTIERREZ","EL COCUY",36,4150
2017,"Cundinamarca","ALTO MAGDALENA","TOCAIMA",1019,15291
2018,"Santander","SOTO","CALIFORNIA",38,2130
2020,"Huila","NORTE (HUILA)","IQUIRA",401,9553
2017,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","SALAZAR",65,9969
2015,"Putumayo","PUTUMAYO","SANTIAGO",177,6870
2016,"Cundinamarca","UBATE","CUCUNUBA",70,7129
2019,"Tolima","NEVADOS","MURILLO",23,4129
2015,"Boyaca","NEIRA","CHINAVITA",86,3276
2016,"Cundinamarca","SABANA CENTRO","COGUA",833,20225
2017,"Cundinamarca","ALMEIDAS","TIBIRITA",61,3110
2017,"Antioquia","ORIENTE (ANTIOQUIA)","PENOL",1443,20694
2017,"Antioquia","ORIENTE (ANTIOQUIA)","SAN RAFAEL",864,15747
2018,"Atlantico","CENTRO ORIENTE","SABANAGRANDE",1512,32334
2019,"Cesar","SUR (CESAR)","GAMARRA",28,15458
2019,"Putumayo","PUTUMAYO","PUERTO CAICEDO",33,16033
2017,"Tolima","SUR (TOLIMA)","COYAIMA",556,22793
2016,"Cundinamarca","UBATE","LENGUAZAQUE",103,9471
2018,"Tolima","IBAGUE","ESPINAL",10338,70494
2017,"Santander","GUANENTA","CHARALA",1123,12318
2015,"Santander","SOTO","VETAS",33,2045
