"AÑO","DEPARTAMENTO","PROVINCIA","MUNICIPIO","No. ACCESOS FIJOS","POBLACIÓN DANE"
2017,"Tolima","SUR (TOLIMA)","RIOBLANCO",257,22746
2017,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA PLAYA",84,7396
2016,"Choco","SAN JUAN","MEDIO SAN JUAN",24,10390
2015,"Boyaca","LA LIBERTAD","PISBA",5,1728
2017,"Santander","SOTO","VETAS",31,2082
2020,"Caqueta","CAQUETA","FLORENCIA",23810,173293
2018,"Putumayo","PUTUMAYO","VALLE DEL GUAMUEZ",608,33457
2017,"Boyaca","OCCIDENTE (BOYACA)","PAUNA",132,7267
2015,"Quindio","CAPITAL (QUINDIO)","BUENAVISTA",42,3076
2019,"Antioquia","OCCIDENTE (ANTIOQUIA)","SANTAFE DE ANTIOQUIA",2786,26598
2020,"Boyaca","RICAURTE","SUTAMARCHAN",126,6304
2016,"Cundinamarca","MAGDALENA CENTRO","CHAGUANI",79,4075
2020,"Cordoba","COSTANERA","LOS CORDOBAS",243,19477
2019,"Tolima","ORIENTE (TOLIMA)","VILLARRICA",25,5021
2017,"Sucre","SAN JORGE (SUCRE)","LA UNION",24,12050
2017,"Boyaca","VALDERRAMA","CHITA",142,8237
2019,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","ARENAL",34,7590
2015,"Bolivar","DIQUE BOLIVARENSE","TURBACO",6661,99237
2017,"Cauca","SUR (CAUCA)","BALBOA",32,21010
2018,"Cundinamarca","SABANA CENTRO","CHIA",34395,132181
2018,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","LA VICTORIA",795,12174
2019,"Cundinamarca","SABANA CENTRO","NEMOCON",369,13868
2015,"Cundinamarca","RIO NEGRO","VILLAGOMEZ",44,1721
2017,"Narino","NORTE (NARINO)","LA UNION",566,31785
2016,"Antioquia","URABA","SAN PEDRO DE URABA",894,30106
2020,"Cundinamarca","BAJO MAGDALENA","CAPARRAPI",412,13253
2015,"Cordoba","COSTANERA","SAN ANTERO",678,32353
2016,"Guainia","GUAINIA","BARRANCOMINAS",1,7385
2016,"Tolima","SUR (TOLIMA)","RIOBLANCO",261,22829
2020,"Meta","PIEDEMONTE","SAN MARTIN",1909,27970
2017,"Meta","CAPITAL (META)","VILLAVICENCIO",84309,521700
2017,"Cauca","CENTRO (CAUCA)","PIENDAMO - TUNIA",1066,40406
2017,"Boyaca","VALDERRAMA","SOCHA",259,7911
2019,"Bolivar","DEPRESION MOMPOSINA","SANTA CRUZ DE MOMPOX",329,45498
2016,"Antioquia","MAGDALENA MEDIO","PUERTO BERRIO",3811,38302
2017,"Quindio","CORDILLERANOS","GENOVA",241,7568
2015,"Cauca","ORIENTE (CAUCA)","CALDONO",38,37730
2017,"Guaviare","GUAVIARE","CALAMAR",129,9264
2020,"Huila","NORTE (HUILA)","ALGECIRAS",883,23187
2019,"Antioquia","SUROESTE","TITIRIBI",507,10716
2020,"Santander","VELEZ","CIMITARRA",958,34366
2018,"Antioquia","URABA","NECOCLI",1513,42281
2015,"Boyaca","GUTIERREZ","CHISCAS",83,4180
2015,"Caldas","CENTRO (CALDAS)","NEIRA",363,21558
2016,"Atlantico","NORTE (ATLANTICO)","PUERTO COLOMBIA",3931,46638
2020,"Boyaca","OCCIDENTE (BOYACA)","PUERTO BOYACA",6592,48466
2015,"Huila","NORTE (HUILA)","VILLAVIEJA",6,7284
2019,"Narino","COSTA","ROBERTO PAYAN",30,12681
2015,"Boyaca","RICAURTE","RAQUIRA",86,7568
2019,"Tolima","ORIENTE (TOLIMA)","CARMEN DE APICALA",121,10306
2017,"Boyaca","MARQUEZ","BOYACA",76,5066
2015,"Cundinamarca","SABANA OCCIDENTE","BOJACA",253,8533
2020,"Boyaca","SUGAMUXI","IZA",84,2014
2015,"Huila","CENTRO (HUILA)","PITAL",13,13362
2016,"Antioquia","OCCIDENTE (ANTIOQUIA)","URAMITA",204,6957
2015,"Antioquia","SUROESTE","SANTA BARBARA",1530,26771
2019,"Casanare","CASANARE","SACAMA",23,2073
2017,"Narino","SUR (NARINO)","PUERRES",103,8554
2019,"Antioquia","URABA","MURINDO",115,5088
2019,"Tolima","NORTE (TOLIMA)","ARMERO",713,12335
2017,"Cesar","NOROCCIDENTAL","EL PASO",221,35831
2017,"Cauca","CENTRO (CAUCA)","LA SIERRA",16,10807
2017,"Cesar","CENTRAL","TAMALAMEQUE",23,14851
2016,"Risaralda","UNO - VERTIENTE ORIENTAL","LA VIRGINIA",3282,27939
2016,"Huila","CENTRO (HUILA)","ALTAMIRA",13,4152
2018,"Antioquia","VALLE DEL ABURRA","BELLO",105569,522264
2016,"Sucre","SABANAS (SUCRE)","LOS PALMITOS",90,22178
2018,"Cordoba","COSTANERA","CANALETE",75,15353
2019,"Amazonas","AMAZONAS","PUERTO ARICA",6,1027
2016,"La Guajira","NORTE (LA GUAJIRA)","URIBIA",658,153027
2018,"Antioquia","SUROESTE","JARDIN",1313,14518
2015,"Bolivar","DIQUE BOLIVARENSE","CARTAGENA",133411,935887
2017,"Narino","COSTA","MOSQUERA",11,11832
2020,"Antioquia","VALLE DEL ABURRA","GIRARDOTA",9144,53781
2019,"Santander","GUANENTA","ENCINO",14,2567
2015,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","OCANA",9262,111985
2017,"Cauca","NORTE (CAUCA)","BUENOS AIRES",67,30992
2020,"Norte De Santander","ORIENTAL","PUERTO SANTANDER",499,9314
2020,"Sucre","MONTES DE MARIA (SUCRE)","SINCELEJO",42230,295047
2020,"Valle Del Cauca","ORIENTE (VALLE DEL CAUCA)","SEVILLA",4054,43070
2020,"Huila","OCCIDENTE (HUILA)","PAICOL",270,6811
2015,"Casanare","CASANARE","TAURAMENA",925,21937
2016,"Quindio","CORDILLERANOS","CORDOBA",163,5585
2017,"Santander","GARCIA ROVIRA","MOLAGAVITA",39,4240
2016,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA ESPERANZA",21,10509
2020,"Bolivar","DIQUE BOLIVARENSE","SANTA ROSA",201,21980
2015,"Narino","NORTE (NARINO)","SAN PABLO",63,15913
2018,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","PALMIRA",60743,349294
2019,"Narino","CENTRO OCCIDENTE","SANTACRUZ",16,10939
2019,"Santander","COMUNERA","OIBA",62,11004
2015,"Santander","SOTO","SANTA BARBARA",30,2359
2020,"Risaralda","DOS - VERTIENTE OCCIDENTAL","APIA",209,12549
2020,"Sucre","SAN JORGE (SUCRE)","LA UNION",32,13392
2016,"Santander","VELEZ","BOLIVAR",86,11769
2020,"Santander","SOTO","BUCARAMANGA",150799,600098
2015,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","BOLIVAR",320,16207
2015,"Casanare","CASANARE","RECETOR",29,1716
2017,"Cundinamarca","GUALIVA","QUEBRADANEGRA",28,4597
2017,"Boyaca","LENGUPA","ZETAQUIRA",66,4623
2018,"Sucre","SABANAS (SUCRE)","SAN PEDRO",13,18590
2020,"Cundinamarca","MAGDALENA CENTRO","CHAGUANI",29,4434
2016,"Atlantico","SUR (ATLANTICO)","CAMPO DE LA CRUZ",15,22555
2019,"Casanare","CASANARE","TRINIDAD",138,13350
2018,"Tolima","ORIENTE (TOLIMA)","VILLARRICA",127,5128
2019,"Santander","GUANENTA","VALLE DE SAN JOSE",28,6222
2017,"Caqueta","CAQUETA","SOLANO",17,11085
2019,"Tolima","SUR (TOLIMA)","RIOBLANCO",49,22660
2020,"Antioquia","OCCIDENTE (ANTIOQUIA)","EBEJICO",635,12432
2018,"Narino","SUR (NARINO)","IMUES",160,7657
2019,"Guainia","GUAINIA","INIRIDA",1265,32673
2018,"Norte De Santander","SUR OCCIDENTE","CACOTA",34,2781
2019,"Antioquia","ORIENTE (ANTIOQUIA)","SAN VICENTE FERRER",791,22258
2017,"Cordoba","BAJO SINU","PURISIMA",50,16996
2016,"Boyaca","SUGAMUXI","TOPAGA",78,3589
2016,"Choco","SAN JUAN","TADO",198,17536
2018,"Boyaca","TUNDAMA","CERINZA",103,3713
2016,"Atlantico","NORTE (ATLANTICO)","MALAMBO",10718,121589
2016,"Tolima","SUR (TOLIMA)","PLANADAS",474,25623
2016,"Quindio","VALLE","QUIMBAYA",2868,30683
2020,"Amazonas","AMAZONAS","EL ENCANTO",5,2078
2018,"Antioquia","URABA","SAN JUAN DE URABA",525,20093
2016,"Santander","VELEZ","PUERTO PARRA",128,7493
2018,"Norte De Santander","NORTE (NORTE DE SANTANDER)","BUCARASICA",24,6248
2015,"Choco","ATRATO","RIO QUITO",9,7048
2015,"La Guajira","NORTE (LA GUAJIRA)","URIBIA",450,149529
2020,"Santander","COMUNERA","CONTRATACION",333,3766
2017,"Antioquia","OCCIDENTE (ANTIOQUIA)","ANZA",152,6970
2017,"Boyaca","SUGAMUXI","SOGAMOSO",18958,125566
2016,"Antioquia","SUROESTE","VALPARAISO",320,6747
2018,"Cesar","CENTRAL","CHIMICHAGUA",48,34169
2017,"Choco","DARIEN","RIOSUCIO",91,51564
2015,"Magdalena","RIO","CONCORDIA",11,10045
2018,"Antioquia","NORTE (ANTIOQUIA)","CAMPAMENTO",317,9203
2019,"Bolivar","LOBA","REGIDOR",19,6983
2016,"Cordoba","BAJO SINU","CHIMA",70,17041
2020,"Narino","SUR (NARINO)","FUNES",85,7339
2017,"Cundinamarca","GUALIVA","NIMAIMA",63,3556
2015,"Cundinamarca","SABANA CENTRO","CAJICA",12345,69860
2020,"Cesar","NOROCCIDENTAL","ASTREA",29,21547
2016,"Cundinamarca","SUMAPAZ","PANDI",40,4715
2020,"Sucre","SABANAS (SUCRE)","SAMPUES",1763,49710
2019,"Magdalena","CENTRO (MAGDALENA)","NUEVA GRANADA",25,20485
2020,"Narino","NORTE (NARINO)","ALBAN",298,9810
2018,"Cordoba","COSTANERA","LOS CORDOBAS",116,18717
2015,"Norte De Santander","NORTE (NORTE DE SANTANDER)","EL TARRA",14,18246
2016,"Arauca","ARAUCA","ARAUQUITA",513,46085
2015,"Antioquia","OCCIDENTE (ANTIOQUIA)","SAN JERONIMO",982,14800
2015,"La Guajira","SUR (LA GUAJIRA)","LA JAGUA DEL PILAR",8,3193
2017,"Tolima","IBAGUE","COELLO",193,8276
2018,"Cesar","CENTRAL","CHIRIGUANA",359,27694
2015,"Boyaca","CENTRO (BOYACA)","CHIQUIZA",22,4619
2020,"Cordoba","BAJO SINU","PURISIMA",35,17834
2018,"Cauca","ORIENTE (CAUCA)","INZA",139,28879
2019,"Antioquia","SUROESTE","FREDONIA",2043,24553
2019,"Cundinamarca","ORIENTE (CUNDINAMARCA)","FOSCA",140,5892
2016,"Narino","CENTRO OCCIDENTE","LINARES",116,10464
2018,"Bolivar","MONTES DE MARIA (BOLIVAR)","SAN JACINTO",1157,23913
2018,"Antioquia","MAGDALENA MEDIO","PUERTO NARE",1080,14380
2019,"Santander","GUANENTA","CURITI",164,13028
2017,"Santander","VELEZ","PUENTE NACIONAL",196,14535
2017,"Cundinamarca","SABANA OCCIDENTE","ZIPACON",57,4501
2019,"Magdalena","RIO","CONCORDIA",8,10908
2017,"Caqueta","CAQUETA","SAN VICENTE DEL CAGUAN",571,50280
2019,"Bolivar","MONTES DE MARIA (BOLIVAR)","EL GUAMO",54,8825
2018,"Casanare","CASANARE","LA SALINA",47,1417
2020,"Santander","COMUNERA","HATO",21,2368
2020,"Tolima","SUR (TOLIMA)","CHAPARRAL",4308,52706
2017,"Cundinamarca","GUALIVA","VILLETA",2416,25770
2015,"Narino","CENTRO OCCIDENTE","SAMANIEGO",368,31352
2015,"Antioquia","BAJO CAUCA","TARAZA",1001,25566
2020,"Putumayo","PUTUMAYO","PUERTO ASIS",14801,68235
2018,"Cundinamarca","SABANA CENTRO","TOCANCIPA",5540,39996
2018,"Cundinamarca","ORIENTE (CUNDINAMARCA)","CHOACHI",206,10961
2015,"Magdalena","SUR (MAGDALENA)","EL BANCO",821,62069
2018,"Boyaca","NEIRA","SAN LUIS DE GACENO",120,5499
2019,"Bolivar","DIQUE BOLIVARENSE","SAN CRISTOBAL",10,8330
2016,"Huila","SUR (HUILA)","ISNOS",15,24496
2020,"Sucre","MORROSQUILLO","COVENAS",1845,19919
2016,"Antioquia","NORTE (ANTIOQUIA)","VALDIVIA",361,13683
2018,"Antioquia","URABA","MURINDO",95,4911
2020,"Choco","ATRATO","BOJAYA",142,12709
2017,"Narino","NORTE (NARINO)","SAN PEDRO DE CARTAGO",56,6815
2017,"Huila","NORTE (HUILA)","ALGECIRAS",24,22353
2018,"Arauca","ARAUCA","SARAVENA",2351,55554
2016,"Norte De Santander","ORIENTAL","EL ZULIA",39,25164
2020,"Putumayo","PUTUMAYO","VALLE DEL GUAMUEZ",942,34420
2018,"Norte De Santander","ORIENTAL","EL ZULIA",414,26700
2017,"Atlantico","CENTRO ORIENTE","SABANAGRANDE",1029,31373
2017,"Tolima","IBAGUE","ALVARADO",289,8700
2019,"Santander","COMUNERA","GUAPOTA",19,2394
2019,"Boyaca","LA LIBERTAD","PAJARITO",48,2400
2017,"Meta","PIEDEMONTE","GUAMAL",482,13853
2018,"Antioquia","SUROESTE","BETULIA",702,15607
2017,"Putumayo","PUTUMAYO","PUERTO GUZMAN",43,34487
2019,"Caqueta","CAQUETA","MILAN",31,9838
2020,"Cundinamarca","UBATE","SUTATAUSA",227,6320
2016,"La Guajira","NORTE (LA GUAJIRA)","DIBULLA",20,34856
2016,"Cesar","NOROCCIDENTAL","ASTREA",41,19232
2019,"Boyaca","NEIRA","GARAGOA",358,18144
2016,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","ARENAL",75,7361
2020,"Cauca","CENTRO (CAUCA)","EL TAMBO",497,55329
2015,"Magdalena","SUR (MAGDALENA)","SANTA ANA",15,27060
2015,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","GINEBRA",684,22189
2018,"Cundinamarca","TEQUENDAMA","TENA",90,9567
2018,"Narino","NORTE (NARINO)","SAN BERNARDO",135,9202
2017,"Santander","SOTO","MATANZA",88,4941
2015,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","DAGUA",514,47017
2019,"Choco","ATRATO","MEDIO ATRATO",4,10817
2018,"Tolima","IBAGUE","ANZOATEGUI",133,10217
2015,"Boyaca","MARQUEZ","TIBANA",127,8997
2020,"Narino","SUR (NARINO)","CUASPUD CARLOSAMA",20,9417
2018,"Antioquia","ORIENTE (ANTIOQUIA)","SAN FRANCISCO",217,5648
2017,"Antioquia","ORIENTE (ANTIOQUIA)","CONCEPCION",227,4833
2019,"Cordoba","ALTO SINU","VALENCIA",926,36042
2017,"Caldas","BAJO OCCIDENTE","ANSERMA",1258,35943
2017,"Antioquia","OCCIDENTE (ANTIOQUIA)","FRONTINO",1055,20820
2017,"Sucre","MORROSQUILLO","SAN JOSE DE TOLUVIEJO",272,20900
2016,"Boyaca","RICAURTE","VILLA DE LEYVA",1484,15386
2020,"Narino","SUR (NARINO)","CONTADERO",285,7419
2020,"Cauca","NORTE (CAUCA)","BUENOS AIRES",62,33313
2017,"Santander","MARES","EL CARMEN DE CHUCURI",120,20579
2016,"Caldas","BAJO OCCIDENTE","BELALCAZAR",148,10865
2018,"Risaralda","UNO - VERTIENTE ORIENTAL","SANTA ROSA DE CABAL",10931,77838
2018,"Boyaca","SUGAMUXI","MONGUA",109,4636
2016,"Guainia","GUAINIA","INIRIDA",54,29287
2017,"Boyaca","TUNDAMA","CERINZA",104,3691
2015,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","SAN PEDRO",807,16705
2018,"Boyaca","GUTIERREZ","CHISCAS",93,3994
2015,"Bolivar","MOJANA BOLIVARENSE","SAN JACINTO DEL CAUCA",73,9166
2016,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ARGELIA",126,5564
2019,"Santander","GARCIA ROVIRA","ENCISO",16,3444
2020,"Casanare","CASANARE","RECETOR",12,1580
2017,"Boyaca","ORIENTE (BOYACA)","CHIVOR",44,2457
2019,"Cauca","SUR (CAUCA)","SAN SEBASTIAN",11,11004
2015,"Cundinamarca","MAGDALENA CENTRO","PULI",34,3203
2017,"Huila","CENTRO (HUILA)","ALTAMIRA",64,4212
2016,"Meta","ARIARI","MAPIRIPAN",48,6990
2017,"Cauca","SUR (CAUCA)","ARGELIA",52,25905
2017,"Cordoba","SAN JORGE (CORDOBA)","BUENAVISTA",169,20857
2020,"Cundinamarca","SABANA OCCIDENTE","SUBACHOQUE",1361,16364
2020,"Cauca","NORTE (CAUCA)","VILLA RICA",162,21290
2018,"Tolima","IBAGUE","VALLE DE SAN JUAN",156,5345
2018,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","OCANA",9660,118273
2015,"Cesar","NOROCCIDENTAL","BOSCONIA",1790,37501
2015,"Cordoba","SAN JORGE (CORDOBA)","LA APARTADA",323,15167
2015,"Narino","CENTRO OCCIDENTE","MALLAMA",56,8831
2015,"Cauca","SUR (CAUCA)","SANTA ROSA",29,5490
2016,"Magdalena","CENTRO (MAGDALENA)","ARIGUANI",64,29417
2018,"Boyaca","OCCIDENTE (BOYACA)","BUENAVISTA",36,4409
2019,"Magdalena","NORTE (MAGDALENA)","EL RETEN",13,20455
2015,"Boyaca","TUNDAMA","FLORESTA",76,3415
2017,"Casanare","CASANARE","HATO COROZAL",259,12149
2018,"Caqueta","CAQUETA","BELEN DE LOS ANDAQUIES",36,11021
2016,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","LA UNION",2137,33412
2017,"Santander","GUANENTA","VALLE DE SAN JOSE",316,6001
2016,"Cesar","NORTE (CESAR)","LA PAZ",919,26364
2020,"Santander","SOTO","LOS SANTOS",197,14820
2015,"Narino","NORTE (NARINO)","LA CRUZ",121,18954
2015,"Tolima","SUR (TOLIMA)","PLANADAS",280,25525
2019,"Atlantico","SUR (ATLANTICO)","REPELON",268,27249
2020,"Santander","GUANENTA","JORDAN",7,1360
2017,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ANSERMANUEVO",1104,17543
2016,"Vichada","VICHADA","CUMARIBO",75,68305
2019,"Cesar","NOROCCIDENTAL","EL COPEY",31,30957
2020,"Huila","CENTRO (HUILA)","PITAL",1278,14262
2015,"Norte De Santander","SUR OCCIDENTE","CHITAGA",13,11073
2016,"Bolivar","LOBA","REGIDOR",104,6511
2019,"Cundinamarca","TEQUENDAMA","EL COLEGIO",456,25047
2020,"Cesar","NORTE (CESAR)","VALLEDUPAR",83075,526238
2019,"Santander","COMUNERA","SUAITA",36,10086
2019,"Cundinamarca","ORIENTE (CUNDINAMARCA)","FOMEQUE",318,12367
2018,"Boyaca","ORIENTE (BOYACA)","TENZA",103,3851
2016,"Antioquia","NORTE (ANTIOQUIA)","DONMATIAS",1987,18332
2015,"Santander","VELEZ","SUCRE",56,7472
2016,"Norte De Santander","SUR OCCIDENTE","SILOS",15,5913
2019,"Guaviare","GUAVIARE","SAN JOSE DEL GUAVIARE",2248,54333
2020,"Atlantico","SUR (ATLANTICO)","LURUACO",449,29821
2019,"Narino","COSTA","BARBACOAS",106,56195
2018,"Choco","SAN JUAN","EL CANTON DEL SAN PABLO",16,6116
2015,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","VERSALLES",91,7709
2020,"Santander","COMUNERA","SIMACOTA",35,10410
2020,"Cesar","CENTRAL","CHIMICHAGUA",380,36683
2015,"Boyaca","LENGUPA","SAN EDUARDO",41,1854
2018,"Boyaca","RICAURTE","VILLA DE LEYVA",1415,16139
2017,"Santander","VELEZ","FLORIAN",73,5563
2015,"Antioquia","ORIENTE (ANTIOQUIA)","ALEJANDRIA",259,4680
2016,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","SIMITI",330,17260
2017,"Huila","NORTE (HUILA)","COLOMBIA",18,7362
2016,"Magdalena","NORTE (MAGDALENA)","CIENAGA",5269,117496
2015,"Boyaca","ORIENTE (BOYACA)","CHIVOR",28,2628
2015,"Narino","NORTE (NARINO)","LA UNION",557,31341
2017,"Choco","DARIEN","UNGUIA",605,12737
2015,"Cordoba","SABANAS (CORDOBA)","SAN ANDRES DE SOTAVENTO",751,45654
2015,"Atlantico","SUR (ATLANTICO)","SANTA LUCIA",2,14991
2017,"Antioquia","SUROESTE","CIUDAD BOLIVAR",2044,25975
2018,"Narino","NORTE (NARINO)","LA CRUZ",576,18754
2020,"Cordoba","SAN JORGE (CORDOBA)","PLANETA RICA",4474,66170
2019,"Boyaca","GUTIERREZ","CHISCAS",21,3924
2020,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ULLOA",191,5673
2015,"Narino","CENTRO (NARINO)","LA FLORIDA",86,10255
2017,"Boyaca","NORTE (BOYACA)","LA UVITA",98,3214
2017,"Antioquia","BAJO CAUCA","CAUCASIA",9214,88188
2015,"Meta","ARIARI","PUERTO RICO",231,13015
2019,"Antioquia","ORIENTE (ANTIOQUIA)","LA UNION",2272,21963
2018,"Boyaca","RICAURTE","TOGUI",40,4335
2018,"Putumayo","PUTUMAYO","VILLAGARZON",281,23700
2019,"Vaupes","VAUPES","MITU",70,31302
2018,"Cundinamarca","MAGDALENA CENTRO","SAN JUAN DE RIO SECO",166,8181
2020,"Tolima","NORTE (TOLIMA)","PALOCABILDO",30,9683
2017,"Boyaca","SUGAMUXI","FIRAVITOBA",185,6616
2020,"Santander","GUANENTA","MOGOTES",36,10665
2018,"Narino","NORTE (NARINO)","BELEN",109,6322
2015,"Quindio","VALLE","LA TEBAIDA",2698,32164
2018,"Boyaca","ORIENTE (BOYACA)","CHIVOR",42,2479
2019,"Norte De Santander","ORIENTAL","SAN JOSE DE CUCUTA",105926,749197
2016,"Cordoba","BAJO SINU","MOMIL",260,19180
2017,"Santander","GARCIA ROVIRA","ENCISO",56,3446
2016,"Caldas","ORIENTE (CALDAS)","LA DORADA",7583,70745
2019,"La Guajira","SUR (LA GUAJIRA)","DISTRACCION",305,13706
2018,"Boyaca","SUGAMUXI","CUITIVA",32,1798
2017,"Choco","PACIFICO SUR","ALTO BAUDO",72,26942
2020,"Santander","GARCIA ROVIRA","CARCASI",21,4374
2016,"Antioquia","ORIENTE (ANTIOQUIA)","GRANADA",479,10654
2020,"Bolivar","MOJANA BOLIVARENSE","ACHI",45,25800
2019,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","YOTOCO",1044,16117
2016,"Antioquia","MAGDALENA MEDIO","CARACOLI",224,4736
2017,"Cundinamarca","TEQUENDAMA","CACHIPAY",149,9576
2018,"Cundinamarca","MAGDALENA CENTRO","GUAYABAL DE SIQUIMA",84,4444
2016,"Huila","NORTE (HUILA)","AIPE",315,15872
2020,"Santander","VELEZ","VELEZ",786,25334
2017,"Boyaca","OCCIDENTE (BOYACA)","SABOYA",83,13383
2020,"Antioquia","ORIENTE (ANTIOQUIA)","SAN RAFAEL",1361,16114
2016,"Santander","COMUNERA","PALMAS DEL SOCORRO",39,2502
2016,"Cundinamarca","ALTO MAGDALENA","GIRARDOT",16509,93072
2015,"Putumayo","PUTUMAYO","VALLE DEL GUAMUEZ",526,32266
2018,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ROLDANILLO",4195,36797
2016,"Antioquia","ORIENTE (ANTIOQUIA)","SAN VICENTE FERRER",711,21860
2020,"Narino","CENTRO OCCIDENTE","OSPINA",133,7226
2019,"Magdalena","CENTRO (MAGDALENA)","SABANAS DE SAN ANGEL",327,16247
2018,"Bolivar","DIQUE BOLIVARENSE","VILLANUEVA",551,23777
2015,"Santander","GUANENTA","SAN GIL",5543,53219
2017,"Santander","GARCIA ROVIRA","CAPITANEJO",260,5476
2015,"Antioquia","OCCIDENTE (ANTIOQUIA)","DABEIBA",634,22593
2015,"Narino","NORTE (NARINO)","EL TABLON DE GOMEZ",65,14033
2015,"Narino","COSTA","LA TOLA",6,7537
2020,"La Guajira","NORTE (LA GUAJIRA)","MAICAO",10845,185999
2019,"Caqueta","CAQUETA","SAN JOSE DEL FRAGUA",26,12949
2017,"Narino","NORTE (NARINO)","ARBOLEDA",68,8399
2019,"Magdalena","SUR (MAGDALENA)","SAN ZENON",9,12104
2020,"Choco","PACIFICO SUR","MEDIO BAUDO",15,15765
2015,"Antioquia","NORTE (ANTIOQUIA)","CAMPAMENTO",221,9273
2019,"Caldas","ALTO OCCIDENTE","RIOSUCIO",2360,51371
2020,"Narino","SUR (NARINO)","GUALMATAN",140,7211
2015,"Tolima","SURORIENTE","SUAREZ",113,3858
2017,"Tolima","IBAGUE","VALLE DE SAN JUAN",187,5354
2016,"Norte De Santander","ORIENTAL","SAN JOSE DE CUCUTA",88277,680030
2017,"Sucre","SABANAS (SUCRE)","SAN JUAN DE BETULIA",289,13194
2015,"Meta","ARIARI","PUERTO CONCORDIA",139,8225
2017,"Cordoba","SAN JORGE (CORDOBA)","PUERTO LIBERTADOR",220,40979
2019,"Bolivar","DIQUE BOLIVARENSE","SANTA CATALINA",336,14747
2019,"Cauca","SUR (CAUCA)","PATIA",587,37183
2019,"Narino","CENTRO (NARINO)","LA FLORIDA",22,9985
2020,"Santander","SOTO","SURATA",28,4039
2017,"Magdalena","CENTRO (MAGDALENA)","NUEVA GRANADA",14,18932
2015,"Cundinamarca","GUALIVA","ALBAN",77,5904
2016,"Santander","SOTO","MATANZA",87,4945
2016,"Cesar","NORTE (CESAR)","PUEBLO BELLO",22,25141
2019,"Cordoba","SINU MEDIO","SAN PELAYO",1055,52481
2016,"Antioquia","ORIENTE (ANTIOQUIA)","LA UNION",1897,20784
2018,"Cauca","CENTRO (CAUCA)","POPAYAN",57536,318059
2015,"Cordoba","SABANAS (CORDOBA)","SAHAGUN",4210,104047
2017,"Amazonas","AMAZONAS","LETICIA",399,47204
2019,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA PLAYA",157,7821
2019,"Boyaca","ORIENTE (BOYACA)","ALMEIDA",13,1845
2017,"Sucre","MORROSQUILLO","COVENAS",987,17937
2015,"Narino","CENTRO (NARINO)","TANGUA",165,13387
2019,"Huila","NORTE (HUILA)","VILLAVIEJA",126,7247
2020,"Antioquia","MAGDALENA MEDIO","CARACOLI",397,4691
2017,"Santander","VELEZ","LA BELLEZA",201,6276
2018,"Boyaca","LENGUPA","MIRAFLORES",628,8847
2020,"Boyaca","LENGUPA","MIRAFLORES",631,9106
2017,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","EL CARMEN",90,12843
2020,"Arauca","ARAUCA","ARAUCA",9730,93457
2020,"Norte De Santander","SUR OCCIDENTE","CHITAGA",141,12545
2017,"Caldas","ORIENTE (CALDAS)","NORCASIA",323,6125
2020,"Narino","SUR (NARINO)","ALDANA",211,7566
2017,"Narino","CENTRO OCCIDENTE","GUAITARILLA",285,11573
2018,"Caldas","CENTRO (CALDAS)","MANIZALES",83560,434403
2017,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","TULUA",33271,210205
2020,"Huila","SUR (HUILA)","ACEVEDO",2158,25739
2020,"Boyaca","GUTIERREZ","GUICAN",22,4358
2018,"Antioquia","SUROESTE","TITIRIBI",490,10775
2018,"Bolivar","MOJANA BOLIVARENSE","PINILLOS",106,24218
2015,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","EL DOVIO",226,9364
2019,"Boyaca","NORTE (BOYACA)","SATIVASUR",14,1100
2020,"Choco","ATRATO","BAGADO",19,11235
2015,"Boyaca","SUGAMUXI","TOTA",33,5062
2020,"Santander","VELEZ","SUCRE",22,7379
2017,"Risaralda","UNO - VERTIENTE ORIENTAL","MARSELLA",617,17058
2016,"Choco","SAN JUAN","CONDOTO",180,12447
2015,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","RESTREPO",303,15248
